sentence,label
胡辣汤一点都不正宗，买了那么多，都不知道该如何处理了！不推荐购买。咖喱粉还是没有咖喱块好，有点冲的味道，调料还是品尝过觉得不错时再多买，否则真的是浪费了……,0
这衣服，质量不咋的，手感不好。不像描述的那么多棉，立领立的啥样呢，根,0
很好！特别优惠，特别实惠，真好，真的好,1
这种瓶子喝奶就是找罪受啊，最上面的奶嘴里浪费很多不说，清洗还贼麻烦。只能用来喝水。,0
虽然有提示没配链，但不明显！并且图片有配链，很容易让消费者误以为有配链！最后，太小，没必要出手！,0
东西太一般了，没有说明书，对于我们这种没放过风筝的人来说简直就是一种考验呀！这个价钱，不值…,0
还没有使用，期待旅行中达到预期效果,1
使用中 待和试纸比较效果如何,1
还没穿 相信专业品牌,1
一如既往的好评 66666666,1
已经退货了，不满意的购物体验。,0
好贵。感觉不怎么物有所值，尝尝吧，习惯好评！,1
二手的 退了二手的 退了,0
不是很好用，轮子不灵活。,0
比学校里买便宜多了很不错,1
好~非常好~好~非常好~,1
说的什么纯棉的，根本是骗人的，用标题诱导消费者，正在申请京东仲裁介入！抵制不良商家！,0
印刷精美，值得收藏。航拍较多，风景比较集中。,1
贝亲的产品没的说，质量好，无异味,1
三年前我是这个实体店铺的忠实顾客，撤店了，前段时间在京东上试着收索品牌成功后就下单了，订单是酒红色，货到是绿色，同事代收的。今天我托朋友刷了古今11件。,0
居然差材料，这样好吗,0
适合家庭常用，款式好，非常满意,1
这次购物我只想骂人，什么玩意吗，物流慢就不说了，商家态度还极差，东西都邮了一个多月,0
一起喜欢吃，就是现在的桶变得好小啊。,1
价格不便宜呢 吃多就不觉得好吃,1
中国道路，西方混蛋如何领会！,1
"充好气感觉一下柔韧性和弹性真的不错，比弹簧床稍稍软一点点,睡起来非常舒服，不知不觉就睡着了.在此赞一个！超喜欢的，面料很软和也很舒服",1
本书适合a空c调器维修人员自学或技能提高学习使用，u还可作为中等职业s学校F空调I器相关专业操作技能的S参考书。,1
鞋已经收到，外观跟图上一样，大小正好，穿着很舒服，不错，值得购买。,1
快递员是骗子，没到我家送货直接把货扔到了物业，却打电话说你家没人。商品比我以前买的贵了很多，原来买的还送了我一个垫圈，这次没有，很不实在，不如买个新杯子了。吸管有点异味，不是很满意。,0
款式很大方，颜色也很高档，面料踩着也很舒服，质量不错。。。,1
产品有些创意 就是价格偏高,0
本来是很期待的 可事与愿为很不给力 下次不会买了,0
物流太慢太慢，量还少的可怜,0
鞋子太硬了，老婆穿了2天就不穿了，打脚,0
弹性好，比较柔软，换货真快啊，厂家给优惠是换货来回都负责运费，我这边商品没寄出呢，那边换号就寄回来了，我也没处申请邮费报销了,1
垃圾货、不想多说…谁买谁后悔,0
必须吐槽快递与商家，虽然不影响使用但是书脚确是烂的。严重的影响了我对这次购物的第一感......,0
顶呱呱真的顶呱呱 OK,1
健康好习惯系列不用说，孩子就会做（套装6册）,1
有点轻，失望，。。。。。,0
非常不错，很满意的一次购物，物超所值。,1
态度不好，东西不像真货，失望,0
书很好，非常的贴和考点。赞一个，送货快,1
东西还好，背面做工比较粗糙！最郁闷的是买了的第二天就降***！！差评！,0
不像想像中那么清爽，有点粘…,0
有毛毛没有原来买的好,0
衣服我好喜欢，老公也说好看，很漂亮和图片没有色差质量也很好料子很柔软穿起来很舒服,1
收到的砧板与商品描述不符，已退货。,0
双十一下单购买的，查看物流已发货及签收，事实我没收到任何东西，真坑人～这店人品真有问题，十天前联系过没回复，黑店！,0
大家看清楚这公司。最讨厌的就是片-子。不是纯棉的你标什么全棉。这要是纯棉的我把床单吃了。你卖的时候别说是全面啊。吭爹啊你。。又清又薄。洗过肯定会缩水。原来东也有嫁、货。令我失望。,0
还行吧，反正跟真发比起来就是有点不对,1
从来没买过，为啥需要我评价..同时还有很多其他的东西也需要我评价，系统又问题吧,0
发货速度很快，考试必备。,1
用的还行，总体不错。,1
线控没有音量控制，有些失望,1
很一般，没想象中的好，感觉不值这个价格,0
我要军绿色的，到货的时候是黑色的,0
包装还不错，送人的。。。,1
一款明显适应性不强的产品,0
电话会议非常棒，音质很好，不会耽误大家的时间,1
没想到刚刚买就降价了，还有东西真心是小的可怜,0
还可以 就是水加多了就喷水,0
这鞋子穿着是暖和，就是底太硬了，，脚难受,0
东西还可以，美中不足的是塑料盘有破损，希望能尽快解决,1
四天到货，颜色一般，有化纤感。,1
用了感觉不错，很实惠，给好评。,1
纸质偏黄，看起来不舒服,0
质量一点也不好，还有味道，牌子也是假的。,0
还可以吧，需要自己好好把玩,1
大家看看我买的跟发来的都不一样！他家东西不能买！不好！别的东西也不行！,0
嘿嘿！还行吧！就是后面有点不得劲，可能是我第一次穿这样的裤衩吧！,1
第一次寄来，有书无光盘。退换货用了十多天。内容方面，好多不适合老人看。,0
没有眼镜布，图片描述里有，之前买的也有，为什么这次就没有？,0
恩，好实用。希望能耐用吧！,1
太喜欢这个颜色了！不仅涂上称肤色！而且还不掉色！持久度特别好！,1
应该是正品，味道相同，也很厚实,1
外观及质量都很好，音质也不错，初学阶段的优良本质品牌。,1
挺实惠的，以后会继续光顾,1
衣服一般，裤子的真的是没法看，劝大家别买,0
不好，骑车手套里面阁手,0
马云帝国内幕 内容不错,1
"觉得有用就买了,至于内容现在的书50%废话30%论述基本知识,20%不确定的忽悠成分",1
质量不错，款式很好，我很喜欢，戴着上档次，朋友很是羡慕。下次带他们一块来购买。,1
很喜欢。会好好珍惜。,1
不要上当哟，东西太小，不是我想象中的东西,0
习惯了五星，不过婷美的确不错，尺码合适,1
蛮好的，儿子很喜欢，天天催我到了没到了没，拿到手后高兴的不得了，舍不得放开了。,1
首先对物流差评 说是3号到结果五号才到！！！其次，这个一打开就是这样没有那种锡箔纸盖 感觉不是很好。味道淡淡的药味。绿色的。不知道是不是正品,0
不错，家中厅里一家子都可以玩！,1
价格实在不敢恭维，买时一个价货还没到手就降价了，颜色差别太大深红其实就是酒红，,0
东西发错了，怎么评价啊,0
便宜的书书书书书书。比图书大厦便宜,1
不该买这个，有点后悔，因为给儿子的家教机里面有这个。,0
：读写速度快送的包不错外壳漂亮体积小静音包包不错,1
发来的时候有个脱线的裤子，但是其他的质量很好,1
刚才试了一下，感觉眼睛有点不舒服。,1
感觉音质一般，不值这个价钱,0
朋友推荐，还没看。。,1
宝贝到啦！不错，物流也挺快的,1
且不说你家的东西怎样，我在购买时就注明要发票的，你家要是没有发票提供，就不能联系我，沟通一下吗？给我退单呀，没有发票还发货给我，难道还让我给你发过来吗？太无良的商家...........,0
太差！宝宝不吃有刺鼻的味道！你们的还不给退！还讲不讲理啊！,0
本来很信任京东的东东，以前买的都没问题。可这个怎么都播放不了。,0
买给女朋友的，挺好吃的。,1
我个人更喜欢小清新里面的风格，最好能标明每个房间平米就好了,1
兰蔻精华眼膜霜5ml 不知道真假，效果感觉还行,1
跟水银温度计有0.3到0.4的差距，这个是我测了几次找了个比较接近水银温度计情况下，调成摄氏度的时候有两档不显示，我是最后凭感觉算时间调的，懒得换了，所以就凑合吧,1
京东送货很快，活动也很给力！！,1
"枕芯跟上次买的那个就不是一个材料,上次的才叫慢回弹,这次简直就是一块海棉,懒得退了,其他买家的别买了.现在的货枕芯肯定都是换了很差的材料",0
速度有点小慢啊。小巧可爱,1
写着29任性选购3件。我还以为是3件29。妈的你们这不是坑人吗,0
***一个，买了三个，竟然三个都发了奇异果，以后再也不会买了！,0
"质量好,第3天就收到了,定制的有这个速度不错",1
太假了，用了三月表面就开裂了！,0
没有亲自体会感受，老婆用着还不错,1
很久了，就到都忘记来评价了，质量有点差，塑料感强，很硬，磨脚。一分价钱一分货,0
货都发错哒！不晓得卖家的眼睛看啥去了！强烈要求换货,0
墨水根本吸不上，只能蘸着写，质量太差了,0
质量没问题，花色好看，送货及时服务周到。,1
送的赠品都没发全，东西一般般不值这个价格，朋友看到问我是不是20几块钱，让人情何以堪，而且杯子表面不平整！摸起来有挡手的！总之差评！,0
东西收到不满意，比想象的差很多，里面皮还有一点别的颜色，套上也差一点，第一次在网上买东西，下次不敢随便买了。,0
闪迪做的不错，一直在用,1
"物流有点慢,好几天才收到,不过,质量还不错,适用,好",1
中通就是给力，快递非常快，杯子我不错，对象很喜欢，,1
衣服质量也不错，很愉快的一次网购，下次衣服还来他家首选,1
不错，，挺好看，～～～,1
